Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC227ea,kt HFC23/yr,,4.89,11.5413,7.827176291,3.103827312,1.731285544,0.7857435,0.60094275,0.41329906,0.230660451,0.047580738,0.020302325,0.020126798,0.016982961,0.017288848,0.015626633,0.015869702,0.015020386,0.015301918,0.014666905,0.01492199
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC23,kt HFC23/yr,,10.8117,9.5222,5.564521487,0.468875157,0.88616077,0.224773291,0.133144855,0.067984775,0.053542842,0.039618479,0.019631347,0.019461622,0.009434999,0.009604937,0.00482818,0.004903282,0,0,0,0
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC245ca,kt HFC23/yr,,,59.40264089,54.10515602,45.91041324,15.47773344,0.953950972,0.360378694,0,0,0,0,0,0,0,0,0,0,0,0,0
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC32,kt HFC23/yr,,10.9934,17.9421,48.42869791,83.93686499,56.01925124,20.18119557,16.24106174,12.01213186,11.98300717,12.00093398,12.00515988,11.90136762,12.13369017,12.35223509,12.4950184,12.68937582,12.83891951,13.07956358,13.06302578,13.29021642
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC43-10,kt HFC23/yr,,3.2352,6.4867,7.982316502,9.496455195,6.054589174,1.930568484,1.60217638,1.223187704,1.498981417,1.784696441,1.586637192,1.572919702,1.4277994,1.453516087,1.422106694,1.444227269,1.513679879,1.542051276,1.673427373,1.702531429
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|N2O,kt N2O/yr,,9943.063483,10340.11429,10628.12071,10875.66482,6554.229633,5693.541747,5337.21706,5157.847673,5103.877887,5490.8319,5494.9839,5629.8343,5820.589,5840.9609,5880.0052,5982.2906,6020.1027,5945.5888,6465.4927,6459.3402
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NH3,Mt NH3/yr,,50.85877856,52.83684998,54.51803124,56.21491249,59.45489374,62.64717499,63.76715624,63.9954375,64.70991875,67.3695,68.0809,67.6559,67.0889,67.1139,67.1252,66.692,66.2144,65.7381,65.6744,65.1398
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NOx,Mt NO2/yr,,127.4686286,129.3684286,122.1448,117.1137715,88.06804288,70.2884143,58.29048573,50.33785715,44.41592858,38.817,38.1002,37.7154,37.2112,36.0568,34.4181,33.983,33.2572,32.2767,31.871,31.0904
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|OC,Mt OC/yr,,36.3917,35.3887,33.9970625,32.624025,29.7798875,28.85855,27.7819125,27.139475,26.3871375,21.3326,20.7397,20.2106,19.6921,19.1189,18.7358,18.9151,19.0594,19.2025,17.0642,17.2455
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|PFC,kt CF4/yr,,11.6059,10.6344,11.72638032,12.31169066,4.045157221,2.647846206,1.649769436,0.923898588,0.659821432,0.424414486,0.310674188,0.307988212,0.276277436,0.281253583,0.187403431,0.190318453,0.168321149,0.171476048,0.175616967,0.178671277
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|SF6,kt SF6/yr,,6.3408,7.0443,6.9753875,6.905775,4.6321625,2.39085,2.2126375,2.037525,1.8226125,1.615,1.5637,1.5087,1.4859,1.4613,1.3888,1.3265,1.2477,1.1673,1.0667,0.9678
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|Sulfur,Mt SO2/yr,,113.439,100.4414,89.222125,83.72695,56.734875,43.7569,30.789825,23.00095,14.818475,11.2325,10.9461,11.0392,11.1956,11.1248,11.0001,11.1667,11.2354,11.193,11.5828,11.6363
AIM/CGE 2.0,ADVANCE_2020_1.5C-2100,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|VOC,Mt VOC/yr,,215.4629,216.4157,212.6991,208.8888,193.6172,183.2417,170.9669,161.4783,152.203,132.5684,129.2122,126.5013,123.9178,120.7773,117.667,117.2688,116.5547,115.7851,109.1935,108.7343
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|BC,Mt BC/yr,,8.2512,8.0345,,6.508225,,4.48065,,3.631375,,2.9732,,2.7533,,2.5551,,2.3814,,2.2108,,2.0708
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|C2F6,kt C2F6/yr,,2.6495,2.3992,,4.276577463,,0.147455668,,0.219700343,,0.08083112,,0.048677759,,0.035697926,,0.020471552,,0.012314653,,0.01160515
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|C6F14,kt C6F14/yr,,0.4358,0.4666,,0.212300183,,0.084127232,,0.018838313,,0.01862959,,0.016205794,,0.014580096,,0.013972644,,0.013010677,,0.012011476
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CH4,Mt CH4/yr,,346.4720389,372.1805241,,377.5145431,,131.1962621,,97.86828103,,72.1649,,61.704,,57.2134,,53.0908,,51.0139,,46.98
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO,Mt CO/yr,,1061.5255,1048.8921,,900.000475,,713.46435,,592.796425,,480.9015,,448.9191,,417.6987,,389.2271,,360.7071,,336.1771
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO2|AFOLU,Mt CO2/yr,,4383.504384,3827.270494,,3015.088595,,-474.761503,,-2905.826202,,-3779.02,,-4125.5145,,-4271.9781,,-4135.6041,,-3898.8615,,-3613.8283
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29227.02923,32727.23273,,34797.69225,,19918.18216,,11328.10988,,5573.6377,,1944.3453,,514.8987,,-202.6147,,-491.6313,,-861.0458
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC125,kt HFC23/yr,,13.7591,34.5984,,108.0929914,,84.7304647,,22.1621158,,20.43710019,,20.94337063,,21.77197416,,22.55231371,,21.62509655,,20.07057328
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC134a,kt HFC23/yr,,120.9334,152.5132,,195.34337,,141.7722114,,33.25722311,,34.02575245,,34.15545267,,34.9931078,,35.97404409,,34.38033276,,31.87601702
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC143a,kt HFC23/yr,,12.4483,26.5373,,77.08783934,,58.37284429,,14.69220018,,13.22410594,,13.0662599,,13.06281786,,12.97202102,,11.88132521,,10.48899272
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC227ea,kt HFC23/yr,,4.89,11.5413,,3.796608035,,1.898621293,,0.797494355,,0.050742443,,0.021456849,,0.017972047,,0.016301314,,0.014282311,,0.012349973
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC23,kt HFC23/yr,,10.8117,9.5222,,1.359347826,,0.542561677,,0.082110736,,0.042251098,,0.020747716,,0.009984492,,0.005036637,,0,,0
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC245ca,kt HFC23/yr,,,50.71430715,,36.7974758,,2.346008814,,0,,0,,0,,0,,0,,0,,0
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC32,kt HFC23/yr,,10.9934,17.9421,,69.12914428,,53.29831575,,12.97255623,,12.79838724,,12.6878527,,12.84035521,,13.03449154,,12.20803791,,10.99945858
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC43-10,kt HFC23/yr,,3.2352,6.4867,,8.282971615,,6.043093062,,1.520636801,,1.903288211,,1.67686388,,1.510954311,,1.483506233,,1.43930035,,1.40907592
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|N2O,kt N2O/yr,,9943.063483,10340.11429,,10707.36087,,6389.107747,,5879.976323,,5485.1506,,5163.6196,,5018.8421,,4831.8953,,4683.7174,,4404.8933
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NH3,Mt NH3/yr,,50.85877856,52.83684998,,55.88341249,,54.89177499,,54.8424375,,54.9613,,53.2501,,51.8631,,50.2047,,48.5852,,46.3206
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NOx,Mt NO2/yr,,127.4686286,129.3684286,,105.9906465,,56.4723643,,39.54348215,,27.8994,,25.013,,23.117,,21.4815,,19.9915,,18.6096
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|OC,Mt OC/yr,,36.3917,35.3887,,30.559275,,25.20065,,22.135225,,19.65,,18.7884,,17.8008,,16.8937,,15.9146,,15.1202
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|PFC,kt CF4/yr,,11.6059,10.6344,,10.77112551,,2.856294009,,0.889834982,,0.452616517,,0.328341178,,0.292367809,,0.195494585,,0.160050148,,0.147874741
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|SF6,kt SF6/yr,,6.3408,7.0443,,2.903836685,,1.675444677,,0.367699546,,0.10846675,,0.075219661,,0.057212511,,0.042757241,,0.024803341,,0.005985411
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|Sulfur,Mt SO2/yr,,113.439,100.4414,,76.622325,,31.22175,,18.748575,,11.2131,,9.3508,,8.0375,,6.8268,,5.7235,,4.636
AIM/CGE 2.0,SSP1-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|VOC,Mt VOC/yr,,215.4629,216.4157,,192.88635,,158.7142,,138.12325,,119.9275,,105.3257,,92.1622,,79.5601,,67.2141,,55.5095
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|BC,Mt BC/yr,,8.2512,8.0345,,7.24825,,5.0645,,4.24045,,3.6531,,3.4217,,3.2218,,3.0461,,2.8787,,2.7168
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|C2F6,kt C2F6/yr,,2.6495,2.3992,,2.908559253,,0.742269194,,0.205057901,,0.07258075,,0.043932465,,0.033202849,,0.01935748,,0.012747484,,0.013494431
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|C6F14,kt C6F14/yr,,0.4358,0.4666,,0.165551288,,0.03047083,,0.017636364,,0.016728082,,0.014625992,,0.013561032,,0.013212247,,0.013467972,,0.013966906
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CH4,Mt CH4/yr,,346.4720389,372.1805241,,382.9323681,,153.8203121,,120.197056,,98.4188,,92.3257,,91.6684,,91.157,,91.1737,,91.423
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO,Mt CO/yr,,1061.5255,1048.8921,,946.944875,,773.90355,,680.445125,,586.1692,,557.1659,,529.235,,503.8973,,478.9502,,454.2157
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO2|AFOLU,Mt CO2/yr,,4383.504384,3827.270494,,3959.066295,,503.870397,,-1272.651202,,-2835.7286,,-3525.8193,,-3107.4827,,-2798.7857,,-2252.401,,-1978.6409
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29227.02923,32727.23273,,38140.82917,,18809.22841,,9083.116457,,3234.9661,,-1370.2871,,-3931.1356,,-5190.397,,-6154.8665,,-7008.2187
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC125,kt HFC23/yr,,13.7591,34.5984,,85.4492769,,32.46011247,,20.8270121,,18.35110122,,18.90173093,,20.25023961,,21.32500653,,22.38516865,,23.33799891
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC134a,kt HFC23/yr,,120.9334,152.5132,,151.2795301,,48.56689337,,30.98414488,,30.55277027,,30.82584879,,32.54729278,,34.01632024,,35.58872189,,37.06533142
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC143a,kt HFC23/yr,,12.4483,26.5373,,60.77357161,,22.10719314,,13.79770812,,11.8743317,,11.79251102,,12.14980275,,12.26607773,,12.29892629,,12.19656745
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC227ea,kt HFC23/yr,,4.89,11.5413,,3.389328899,,1.516965957,,0.788090008,,0.045563201,,0.019365154,,0.016715905,,0.015414189,,0.014784301,,0.014360509
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC23,kt HFC23/yr,,10.8117,9.5222,,1.067495384,,0.210833479,,0.077760375,,0.037938561,,0.018725149,,0.009286634,,0.004762541,,0,,0
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC245ca,kt HFC23/yr,,,50.71282247,,28.60603164,,0.822369298,,0,,0,,0,,0,,0,,0,,0
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC32,kt HFC23/yr,,10.9934,17.9421,,53.76067181,,18.72213624,,12.11022908,,11.49206577,,11.45099239,,11.94288895,,12.32514858,,12.63712219,,12.79013553
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC43-10,kt HFC23/yr,,3.2352,6.4867,,6.451882457,,2.143009104,,1.420614672,,1.709021058,,1.513396789,,1.40534738,,1.402773149,,1.489888427,,1.638469008
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|N2O,kt N2O/yr,,9943.063483,10340.11429,,10883.06094,,6991.584397,,6593.270748,,6534.6919,,6489.322,,6606.0376,,6700.2851,,6776.1907,,6828.6377
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NH3,Mt NH3/yr,,50.85877856,52.83684998,,55.83916249,,55.47867499,,54.7964875,,54.9051,,53.9523,,53.2983,,52.6673,,51.9375,,51.1407
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NOx,Mt NO2/yr,,127.4686286,129.3684286,,114.2717465,,64.4709643,,47.59298215,,38.271,,34.9415,,33.0126,,31.2834,,29.6137,,27.9211
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|OC,Mt OC/yr,,36.3917,35.3887,,32.9033,,26.9833,,25.6189,,24.3667,,23.1795,,21.9305,,20.8538,,19.8364,,18.8566
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|PFC,kt CF4/yr,,11.6059,10.6344,,7.675269189,,2.075566734,,0.83053198,,0.4064183,,0.296333227,,0.271932998,,0.184855681,,0.165675541,,0.171948279
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|SF6,kt SF6/yr,,6.3408,7.0443,,2.335244564,,0.738499802,,0.350996861,,0.097395633,,0.067886961,,0.053213688,,0.040430372,,0.025675121,,0.006959817
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|Sulfur,Mt SO2/yr,,113.439,100.4414,,83.97825,,38.0758,,20.60205,,10.4565,,9.2749,,8.7563,,8.3293,,7.9543,,7.6109
AIM/CGE 2.0,SSP2-19,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|VOC,Mt VOC/yr,,215.4629,216.4157,,203.116675,,169.95935,,144.455125,,120.0723,,113.7678,,108.7338,,104.5976,,100.9274,,97.6759
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|BC,Mt BC/yr,,8.2512,8.0345,8.333925,8.43165,7.656075,7.3509,6.657825,6.27935,5.791375,5.4825,5.2236,5.0274,4.8307,4.6466,4.4616,4.2981,4.1293,3.9793,3.8171,3.7056
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|C2F6,kt C2F6/yr,,2.6495,2.3992,3.783701015,5.170129828,1.105513867,0.967515555,0.51662013,0.233062195,0.146421642,0.076080222,0.046102783,0.045689178,0.033740014,0.034387699,0.019783284,0.020042381,0.013001108,0.013241695,0.013855362,0.014057337
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|C6F14,kt C6F14/yr,,0.4358,0.4666,0.355659783,0.204753367,0.081877791,0.036633764,0.027241404,0.018679351,0.008168763,0.017534625,0.015348534,0.015210836,0.013780427,0.01404496,0.013502874,0.013679718,0.013735931,0.013990115,0.014340474,0.014549521
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CH4,Mt CH4/yr,,346.4720389,372.1805241,382.7017711,389.8703181,257.7021651,210.6730121,176.307459,157.024406,134.592753,116.5122,118.4451,122.0508,125.8679,129.7341,131.7857,129.5205,128.9063,130.2725,131.1206,126.1078
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO,Mt CO/yr,,1061.5255,1048.8921,1047.628213,1011.894025,927.7754375,890.01025,829.2887625,782.382475,714.1946875,653.4034,636.5009,629.1049,621.2312,613.5452,605.8222,598.5683,590.49,582.6336,574.0636,566.0239
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO2|AFOLU,Mt CO2/yr,,4383.504384,3827.270494,3719.727982,3724.67107,1626.582759,319.065047,-1566.835965,-3169.551977,-4499.506188,-5280.7206,-5620.1025,-5539.2847,-5027.7913,-4886.4639,-4699.7091,-4256.7062,-3995.3996,-3763.2838,-3694.0338,-3452.6684
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,29227.02923,32727.23273,34671.18419,36941.22235,29378.4764,22607.89196,15929.79422,10625.67788,4550.596441,323.0803,-882.4291,-1483.9956,-1982.8794,-2117.7539,-2277.9489,-2656.5852,-2883.8393,-3009.9468,-3152.3471,-3366.0962
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC125,kt HFC23/yr,,13.7591,34.5984,36.466575,38.33925,26.381325,14.4577,10.484675,6.52905,3.978325,1.4286,1.5605,1.6936,1.862,2.0317,2.2285,2.4228,2.6364,2.8518,3.0571,3.2597
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC134a,kt HFC23/yr,,120.9334,152.5132,225.352625,298.24975,162.980775,28.5019,17.045525,5.85465,15.910875,25.9814,28.0774,30.1921,32.6376,35.0975,37.1913,39.2535,41.5859,43.938,46.211,48.447
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC143a,kt HFC23/yr,,12.4483,26.5373,28.7229625,30.912525,20.8129875,10.74385,7.7392125,4.750075,3.0093375,1.2693,1.3865,1.5049,1.6545,1.8052,1.9802,2.1527,2.3425,2.534,2.7164,2.8964
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC227ea,kt HFC23/yr,,4.89,11.5413,12.0946,12.6479,7.1859,1.7726,1.3729,0.9808,0.9021,0.8243,0.825,0.8265,0.8216,0.8171,0.809,0.7997,0.783,0.7668,0.7456,0.7236
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC23,kt HFC23/yr,,10.8117,9.5222,6.6471875,3.772575,2.5602625,1.36735,1.0638375,0.762425,0.4992125,0.2365,0.1856,0.1347,0.1028,0.0708,0.0532,0.0354,0.0354,0.0354,0.0354,0.0354
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC245ca,kt HFC23/yr,,,59.40255276,54.09772098,45.91060136,15.53072203,0.961397012,0.362726899,0,0,0,0,0,0,0,0,0,0,0,0,0
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC32,kt HFC23/yr,,10.9934,17.9421,37.6141875,57.290675,34.1600625,11.11125,7.4565375,3.844125,3.6250125,3.4082,3.7077,4.0104,4.3897,4.7717,5.2072,5.6365,6.0998,6.5672,7.0025,7.4313
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|HFC|HFC43-10,kt HFC23/yr,,3.2352,6.4867,5.715275,4.94365,3.992825,3.0425,2.282475,1.52255,0.772625,0.0228,0.0229,0.023,0.023,0.023,0.023,0.0229,0.0228,0.0227,0.0224,0.0221
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|N2O,kt N2O/yr,,9943.063483,10340.11429,10765.26898,10990.68277,7266.859858,6430.649847,5975.945835,5937.682923,5833.954312,5865.314,5892.8207,6022.9636,6179.6952,6338.2225,6425.7531,6348.0943,6328.8862,6383.6023,6416.7861,6218.7665
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NH3,Mt NH3/yr,,50.85877856,52.83684998,57.32889374,61.19393749,63.83338124,65.81422499,67.14186874,67.1750125,68.16855625,68.8806,67.4376,67.053,66.9524,66.8716,66.6289,66.0631,65.5483,65.1008,64.5871,63.7086
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Diagnostics|MAGICC6|Harmonized Input|Emissions|NOx,Mt NO2/yr,,127.4686286,129.3684286,132.898825,130.3630215,100.7237179,84.7323143,71.17511073,66.61120715,59.42080358,55.1538,52.2385,50.7983,49.7315,48.7903,47.4524,45.6016,43.9336,42.7121,41.2477,39.4624
