Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM/CGE 2.0,SSP2-19,World,Emissions|OC,Mt OC/yr,,38.0662,36.0495,,33.3989,,27.3137,,25.7841,,24.3667,,23.1795,,21.9305,,20.8538,,19.8364,,18.8566
AIM/CGE 2.0,SSP2-19,World,Emissions|Sulfur,Mt SO2/yr,,119.3537,98.4772,,82.5051,,37.0937,,20.111,,10.4565,,9.2749,,8.7563,,8.3293,,7.9543,,7.6109
AIM/CGE 2.0,SSP2-19,World,Emissions|CH4|Energy,Mt CH4/yr,,122.3602,126.1001,,117.5477,,25.6409,,18.6346,,16.1493,,12.9043,,11.4103,,10.2884,,9.5016,,8.9682
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Emissions|BC,Mt BC/yr,,9.1717,9.8491,9.9217,9.7926,8.7902,8.2582,7.3383,6.733,6.0182,5.4825,5.2236,5.0274,4.8307,4.6466,4.4616,4.2981,4.1293,3.9793,3.8171,3.7056
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Emissions|CH4,Mt CH4/yr,,344.031,365.1881,376.5834,384.626,253.3319,207.1768,173.6853,155.2763,133.7187,116.5122,118.4451,122.0508,125.8679,129.7341,131.7857,129.5205,128.9063,130.2725,131.1206,126.1078
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Emissions|CH4|AFOLU,Mt CH4/yr,,167.6717,179.4996,189.7452,199.467,164.7312,144.0389,126.9918,117.4147,105.0046,94.8671,97.5437,101.1924,104.8786,108.5089,110.8087,110.0146,110.2309,111.743,112.8081,109.6214
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Emissions|Sulfur,Mt SO2/yr,,124.5568,115.9363,113.6141,106.5656,71.1856,56.8974,40.981,32.064,20.8174,15.8696,15.4763,15.3858,15.3806,15.4471,15.3609,15.0046,14.7499,14.7045,14.602,14.1494
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Emissions|CH4|Energy,Mt CH4/yr,,119.0225,122.3974,118.8853,113.8859,47.3514,32.7467,24.3769,20.5041,16.5301,13.251,12.4427,12.0963,11.9032,11.796,11.453,10.4968,9.902,9.6853,9.4501,8.3931
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|BC,Mt BC/yr,,9.1717,9.8494,9.9234,9.7993,9.1199,8.5959,7.3044,6.7125,6.0577,5.5357,5.2692,5.0547,4.8348,4.6283,4.4008,4.1966,3.9732,3.7857,3.5985,3.4934
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|CH4,Mt CH4/yr,,344.031,366.2435,381.6135,392.8793,254.0004,200.0049,165.4926,158.092,155.5761,156.237,168.1639,172.0967,173.7974,173.3518,169.8498,167.3125,160.6825,152.622,140.068,137.2885
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|CH4|AFOLU,Mt CH4/yr,,167.6717,179.4562,190.5778,201.6504,168.721,145.7908,128.0201,123.9474,122.7578,123.5266,132.2198,136.4148,139.0675,140.1817,139.1622,138.4923,134.9524,130.1989,121.9929,120.3372
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|CO,Mt CO/yr,,947.3251,950.1282,961.2098,924.0635,850.3525,811.1282,745.4009,708.9446,657.2822,617.959,610.1168,599.4827,590.6752,584.8825,579.1905,573.6245,565.9225,557.5723,546.075,539.685
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|NOx,Mt NO2/yr,,150.1782,155.7801,156.0127,146.0868,115.6127,92.3194,72.4668,69.3654,65.6301,62.2712,61.8454,61.1754,60.0822,58.5308,55.8244,53.519,50.0621,46.8777,43.1422,41.4237
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|OC,Mt OC/yr,,33.9956,35.6206,37.1121,36.2193,34.9033,34.4944,32.7877,31.3843,29.4442,27.8014,26.6864,25.8127,25.0099,24.3871,23.8785,23.3965,23.0346,22.7781,22.6035,22.3448
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|Sulfur,Mt SO2/yr,,124.5568,115.9363,113.6141,103.7474,69.3045,52.5819,35.1293,29.6363,21.7836,17.8334,17.263,17.1908,17.0654,16.9165,16.5541,16.3035,15.8267,15.3549,14.7519,15.64
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|BC|AFOLU,Mt BC/yr,,1.9678,1.9097,1.7409,1.681,1.6902,1.77,1.8488,1.8513,1.8086,1.7268,1.6488,1.598,1.5579,1.5363,1.5341,1.5299,1.5479,1.5726,1.6146,1.622
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|BC|Energy,Mt BC/yr,,6.3568,7.1467,7.3206,7.2136,6.4788,5.8441,4.4849,3.8894,3.2963,2.8557,2.6515,2.4744,2.2831,2.0887,1.8568,1.6517,1.4079,1.1942,0.9659,0.8551
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|CH4|Energy,Mt CH4/yr,,119.0225,123.495,122.4458,118.1617,45.9366,28.3135,19.6238,18.7916,19.017,19.9061,21.5603,20.9857,20.1276,19.0199,17.4509,16.2622,14.4116,12.447,9.933,9.2211
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|CO|AFOLU,Mt CO/yr,,356.3069,336.2425,350.8459,338.0493,332.4184,344.5939,357.1034,356.3285,347.8324,332.5184,317.7752,307.6596,299.4792,294.6786,293.4012,291.7579,294.0537,297.5145,304.0107,304.4482
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|CO|Energy,Mt CO/yr,,514.3079,523.4659,518.7033,493.7586,426.4742,376.9977,309.1077,281.1937,251.7693,232.767,239.6755,239.1272,238.5771,237.6502,233.4108,229.6388,219.8664,208.2557,190.5155,183.8869
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|NOx|AFOLU,Mt NO2/yr,,21.521,21.1412,19.8196,19.4595,19.885,20.5728,21.1722,21.1171,20.7139,19.986,19.2946,18.8001,18.3868,18.1311,18.0324,17.9158,17.9816,18.0971,18.3481,18.3347
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|NOx|Energy,Mt NO2/yr,,122.9633,128.2806,129.2037,119.5797,88.5863,64.5248,44.1914,41.2285,38.0188,35.4907,35.8183,35.7101,35.1069,33.8906,31.3758,29.2789,25.86,22.66,18.7891,17.1858
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|OC|AFOLU,Mt OC/yr,,16.0514,15.8558,16.4963,15.8568,15.4301,15.9267,16.4501,16.3928,16.0086,15.3342,14.6812,14.2236,13.852,13.6308,13.5629,13.478,13.5614,13.694,13.9552,13.9551
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|OC|Energy,Mt OC/yr,,13.4799,14.9823,15.4241,14.9576,13.9109,12.9131,10.8132,9.4972,8.1403,7.1628,6.6178,6.13,5.6363,5.1832,4.706,4.2822,3.8241,3.4287,3.0003,2.7533
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|Sulfur|AFOLU,Mt SO2/yr,,2.2921,2.2351,2.2454,2.1634,2.1536,2.246,2.3394,2.3353,2.2781,2.174,2.0744,2.0079,1.9552,1.9259,1.9211,1.9135,1.9335,1.9618,2.0122,2.0184
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|Sulfur|Energy,Mt SO2/yr,,107.442,97.281,95.7364,85.3813,50.0715,32.4322,18.0191,14.9811,12.1679,10.1347,9.5777,9.4765,9.3397,9.142,8.7329,8.4232,7.8834,7.3266,6.6347,7.4488
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|BC,Mt BC/yr,,9.1717,9.8494,9.9234,9.901,9.2781,8.8583,7.5458,6.9844,6.2717,5.7367,5.5137,5.3144,5.1009,4.8943,4.6643,4.4535,4.2001,3.97,3.7046,3.5689
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|CH4,Mt CH4/yr,,344.031,366.875,380.554,383.3913,250.1888,197.8332,163.641,155.6671,152.2362,151.658,162.057,164.7599,164.7631,161.3174,156.9471,152.6208,145.2142,136.2417,121.0779,116.2661
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|CH4|AFOLU,Mt CH4/yr,,167.6717,179.4746,189.8957,198.2696,167.0327,144.4214,126.7034,122.2097,120.3792,120.2783,128.0824,131.461,132.9614,132.0503,130.2582,128.2423,123.9413,118.2435,107.664,104.2804
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|CO,Mt CO/yr,,947.3251,950.1282,961.2098,935.2648,867.5665,830.5885,761.058,726.3702,675.5384,640.4552,636.0457,626.177,616.8262,609.2288,600.4609,591.4718,578.7692,565.1426,543.4996,531.4967
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|NOx,Mt NO2/yr,,150.1782,155.7796,156.0117,146.1021,117.0604,93.8363,74.1591,71.7531,68.1702,65.4942,65.8022,64.8236,63.0635,60.6108,57.6217,54.8199,50.879,47.0627,41.9432,39.5295
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|OC,Mt OC/yr,,33.9956,35.6206,37.1123,36.2654,34.9936,34.6731,32.9578,31.5992,29.6492,28.0459,26.9954,26.1845,25.4624,24.9686,24.5131,24.1147,23.779,23.5401,23.3709,23.1256
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|Sulfur,Mt SO2/yr,,124.5568,115.9363,113.6141,103.1198,68.2991,52.4161,35.111,29.5887,21.6569,17.8104,17.3402,17.2021,16.9435,16.5583,16.0782,15.6391,14.9676,14.2808,13.2992,12.9637
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|BC|AFOLU,Mt BC/yr,,1.9678,1.9097,1.7409,1.6808,1.6916,1.7725,1.8516,1.8602,1.8277,1.7528,1.6795,1.6347,1.6039,1.6001,1.6065,1.6155,1.6407,1.6729,1.7262,1.7455
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|BC|Energy,Mt BC/yr,,6.3568,7.1467,7.3206,7.3156,6.6362,6.1058,4.7244,4.1531,3.4917,3.0312,2.8657,2.6976,2.5032,2.2912,2.0482,1.8233,1.5421,1.2778,0.9598,0.8066
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|CH4|Energy,Mt CH4/yr,,119.0225,124.1085,122.667,114.9036,44.9495,28.1386,19.5536,18.651,18.7503,19.4758,20.8068,20.0516,18.9208,17.2618,15.6072,14.1249,12.1953,10.2034,7.5353,6.6601
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|CO|AFOLU,Mt CO/yr,,356.3069,336.2425,350.8459,337.9812,332.5837,345.0413,357.5585,357.8335,351.1095,337.036,323.1301,314.0835,307.5731,305.9352,306.0997,306.7445,310.2419,314.9739,323.3283,325.7776
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|CO|Energy,Mt CO/yr,,514.3079,523.4659,518.7033,505.0258,443.5644,396.0646,324.3249,297.1196,266.7566,250.7592,260.2664,259.4214,256.6642,250.7863,242.0371,232.5686,216.6115,198.4738,168.8064,154.5812
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|NOx|AFOLU,Mt NO2/yr,,21.521,21.1406,19.8186,19.457,19.9043,20.5946,21.182,21.2012,20.9024,20.2337,19.5772,19.1331,18.8021,18.7005,18.687,18.6935,18.8247,19.0055,19.3425,19.4108
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|NOx|Energy,Mt NO2/yr,,122.9633,128.2806,129.2037,119.5981,90.0172,66.0236,45.8764,43.5344,40.3732,38.4698,39.4969,39.0308,37.6797,35.4108,32.5295,29.8147,25.8483,21.9536,16.6259,14.2521
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|OC|AFOLU,Mt OC/yr,,16.0514,15.8558,16.4963,15.8478,15.4355,15.9472,16.4711,16.4578,16.1494,15.5278,14.9111,14.4995,14.1995,14.1135,14.1041,14.1142,14.2466,14.4311,14.7678,14.8562
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|OC|Energy,Mt OC/yr,,13.4799,14.9823,15.4241,15.013,13.9997,13.0814,10.969,9.6523,8.2087,7.2172,6.6999,6.2276,5.7421,5.2837,4.8022,4.3673,3.8861,3.4559,2.9578,2.6366
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|Sulfur|AFOLU,Mt SO2/yr,,2.2921,2.2351,2.2454,2.1635,2.1563,2.2502,2.3433,2.3465,2.3014,2.2058,2.1121,2.0529,2.0119,2.0048,2.0099,2.0183,2.0469,2.0843,2.1493,2.17
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|Sulfur|Energy,Mt SO2/yr,,107.442,97.281,95.7364,84.7644,49.091,32.2773,17.9685,14.8975,11.9995,10.0653,9.6025,9.4295,9.15,8.6987,8.165,7.6567,6.9194,6.1454,5.0636,4.6344
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,World,Emissions|BC,Mt BC/yr,,6.954,6.989,6.361,5.733,5.2885,4.844,4.5175,4.191,3.857,3.523,3.2305,2.938,2.6355,2.333,2.0815,1.83,1.6065,1.383,1.2975,1.212
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,World,Emissions|CH4,Mt CH4/yr,,312.093,327.403,345.888,346.802,301.474,260.01,240.722,221.434,206.618,191.803,184.558,177.313,168.124,158.935,148.253,137.57,133.613,129.656,126.23,122.804
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,World,Emissions|CO,Mt CO/yr,,887.11,855.788,807.249,758.71,705.86,653.011,612.489,571.966,523.349,474.732,433.977,393.221,349.98,306.74,276.668,246.597,226.059,205.52,192.751,179.981
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,World,Emissions|NOx,Mt NO2/yr,,118.094,113.021,108.197,103.372,96.3185,89.265,82.85,76.435,71.51,66.585,64.421,62.257,60.461,58.665,57.164,55.663,53.524,51.385,49.177,46.969
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,World,Emissions|OC,Mt OC/yr,,33.593,32.876,30.7665,28.657,26.0505,23.444,22.0105,20.577,19.225,17.873,16.386,14.899,13.336,11.773,10.485,9.197,8.2055,7.214,6.801,6.388
C-ROADS-5.005,Ratchet-1.5-limCDR-noOS,World,Emissions|Sulfur,Mt SO2/yr,,106.524,98.081,86.1465,74.212,63.398,52.584,42.8365,33.089,28.7775,24.466,23.751,23.036,22.7385,22.441,22.0825,21.724,20.452,19.18,17.807,16.434
C-ROADS-5.005,Ratchet-1.5-noCDR,World,Emissions|BC,Mt BC/yr,,6.954,6.989,6.361,5.733,5.2885,4.844,4.5175,4.191,3.857,3.523,3.2305,2.938,2.6355,2.333,2.0815,1.83,1.6065,1.383,1.2975,1.212
C-ROADS-5.005,Ratchet-1.5-noCDR,World,Emissions|CH4,Mt CH4/yr,,312.093,327.403,345.888,346.942,351.864,260.241,240.722,221.434,206.618,191.803,184.558,177.313,168.124,158.935,148.253,137.57,133.613,129.656,126.23,122.804
C-ROADS-5.005,Ratchet-1.5-noCDR,World,Emissions|CO,Mt CO/yr,,887.11,855.788,807.249,758.71,705.86,653.011,612.489,571.966,523.349,474.732,433.977,393.221,349.98,306.74,276.668,246.597,226.059,205.52,192.751,179.981
C-ROADS-5.005,Ratchet-1.5-noCDR,World,Emissions|NOx,Mt NO2/yr,,118.094,113.021,108.197,103.372,96.3185,89.265,82.85,76.435,71.51,66.585,64.421,62.257,60.461,58.665,57.164,55.663,53.524,51.385,49.177,46.969
C-ROADS-5.005,Ratchet-1.5-noCDR,World,Emissions|OC,Mt OC/yr,,33.593,32.876,30.7665,28.657,26.0505,23.444,22.0105,20.577,19.225,17.873,16.386,14.899,13.336,11.773,10.485,9.197,8.2055,7.214,6.801,6.388
C-ROADS-5.005,Ratchet-1.5-noCDR,World,Emissions|Sulfur,Mt SO2/yr,,106.524,98.081,86.1465,74.212,63.398,52.584,42.8365,33.089,28.7775,24.466,23.751,23.036,22.7385,22.441,22.0825,21.724,20.452,19.18,17.807,16.434
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,World,Emissions|BC,Mt BC/yr,,6.954,6.989,6.361,5.733,5.2885,4.844,4.5175,4.191,3.857,3.523,3.2305,2.938,2.6355,2.333,2.0815,1.83,1.6065,1.383,1.2975,1.212
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,World,Emissions|CH4,Mt CH4/yr,,312.093,327.403,345.888,346.802,293.161,260.01,240.722,221.434,206.618,191.803,184.558,177.313,168.124,158.935,148.253,137.57,133.613,129.656,126.23,122.804
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,World,Emissions|CO,Mt CO/yr,,887.11,855.788,807.249,758.71,705.86,653.011,612.489,571.966,523.349,474.732,433.977,393.221,349.98,306.74,276.668,246.597,226.059,205.52,192.751,179.981
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,World,Emissions|NOx,Mt NO2/yr,,118.094,113.021,108.197,103.372,96.3185,89.265,82.85,76.435,71.51,66.585,64.421,62.257,60.461,58.665,57.164,55.663,53.524,51.385,49.177,46.969
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,World,Emissions|OC,Mt OC/yr,,33.593,32.876,30.7665,28.657,26.0505,23.444,22.0105,20.577,19.225,17.873,16.386,14.899,13.336,11.773,10.485,9.197,8.2055,7.214,6.801,6.388
C-ROADS-5.005,Ratchet-1.5-noCDR-noOS,World,Emissions|Sulfur,Mt SO2/yr,,106.524,98.081,86.1465,74.212,63.398,52.584,42.8365,33.089,28.7775,24.466,23.751,23.036,22.7385,22.441,22.0825,21.724,20.452,19.18,17.807,16.434
GCAM 4.2,SSP1-19,World,Emissions|BC,Mt BC/yr,,7.181345406,7.718361254,,6.23561683,,4.685475587,,3.81637428,,3.035045579,,2.719772962,,2.497642812,,2.309758761,,2.151300925,,2.014706555
GCAM 4.2,SSP1-19,World,Emissions|CH4,Mt CH4/yr,,342.8075827,368.2888156,,342.1350407,,277.9403921,,256.7489828,,222.8661704,,194.8873202,,167.9866514,,152.4607167,,138.8806463,,125.4224859
GCAM 4.2,SSP1-19,World,Emissions|CH4|AFOLU,Mt CH4/yr,,163.0791555,175.1418408,,173.107012,,156.6939664,,149.7880437,,144.8005983,,135.8050158,,123.5258334,,117.4353323,,110.2620286,,102.1475953
GCAM 4.2,SSP1-19,World,Emissions|CO,Mt CO/yr,,858.1000695,819.5376639,,667.358122,,517.0658567,,431.4520557,,374.656339,,343.5123541,,321.9630069,,304.3759367,,289.3133849,,275.3397216
GCAM 4.2,SSP1-19,World,Emissions|NOx,Mt NO2/yr,,112.4226917,109.4693444,,96.22365083,,69.32605639,,52.82942442,,39.22457113,,32.20613757,,26.30628125,,21.58015362,,18.01927816,,15.34093127
GCAM 4.2,SSP1-19,World,Emissions|OC,Mt OC/yr,,31.28575903,36.06523812,,28.20531061,,23.90852815,,21.12135234,,18.73023681,,17.64284259,,17.0977314,,16.74006554,,16.49564905,,16.29220093
GCAM 4.2,SSP1-19,World,Emissions|Sulfur,Mt SO2/yr,,114.5536654,100.4564026,,84.29797602,,51.85618487,,36.15659386,,24.46521818,,18.51916986,,14.20110137,,11.39763899,,9.807854406,,8.896808639
GCAM 4.2,SSP1-19,World,Emissions|CH4|Energy,Mt CH4/yr,,121.3832401,134.8017877,,115.9195579,,81.90319104,,76.38159957,,56.28788283,,42.39501376,,28.90169582,,19.57094215,,13.49196682,,8.724967566
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|BC,Mt BC/yr,,10.33885956,10.67840958,10.53594017,9.668128967,7.8753829,6.502811909,5.899133205,5.516333103,5.197947979,4.799323082,,4.433563232,,3.541491985,,3.098043919,,2.686074018,,2.400182009
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|CH4,Mt CH4/yr,,318.9356995,349.4858093,369.9284973,314.9157104,265.4068909,231.2201996,205.6660004,188.8182983,177.2843933,166.652298,,163.7588959,,154.3757935,,147.1759033,,139.8847961,,134.0643005
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|CH4|AFOLU,Mt CH4/yr,,153.8350174,164.7452599,170.4834156,154.8023061,137.973613,124.8040773,114.1505788,105.799962,98.90724897,91.78655863,,92.76025128,,86.28629017,,83.07413554,,80.01850134,,77.57994682
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|CO,Mt CO/yr,,915.9992471,962.8448587,977.0495095,951.3686013,776.205963,649.4422606,608.0032348,589.3099364,575.9949899,549.9337615,,542.0254007,,435.6461791,,381.7384745,,331.6726023,,298.9868164
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|NOx,Mt NO2/yr,,133.3030445,133.4007596,136.7926996,122.1797164,101.4410703,80.82120896,65.63441277,55.69969069,50.16204807,46.38232477,,43.9760997,,39.86606462,,37.75952762,,35.21464198,,34.25564017
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|OC,Mt OC/yr,,34.5221405,37.00786972,37.18634033,37.84780884,31.06702995,26.84808922,25.33931923,24.77668953,24.43930054,23.64323044,,24.16777039,,19.24043083,,16.95648003,,14.82048035,,13.52165031
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|Sulfur,Mt SO2/yr,,116.6268005,119.9532166,113.8480225,82.46325684,58.51250076,38.74887848,28.22007942,22.36202049,19.51425743,17.88770676,,16.10214615,,14.10287762,,12.3956461,,10.53607559,,8.237553596
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|BC|AFOLU,Mt BC/yr,,2.669824898,2.852211833,2.720853001,3.054009408,2.477869362,2.160531491,2.096500158,2.126409635,2.193451092,2.226621538,,2.473047256,,2.018533021,,1.847736731,,1.681208842,,1.590915479
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|BC|Energy,Mt BC/yr,,7.52829399,7.684067018,7.667758025,6.469611049,5.254946597,4.20959929,3.683104614,3.281518966,2.909136532,2.493162334,,1.920601808,,1.518986573,,1.249915649,,1.00431228,,0.808646097
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|CH4|Energy,Mt CH4/yr,,113.1162119,128.9027496,139.7206184,103.6793391,75.21059138,59.51372227,46.93302441,37.39053959,31.97902067,27.91743584,,23.49318044,,20.69812538,,17.15042094,,13.78192782,,11.54587446
