Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|CO|AFOLU,Mt CO/yr,,390.7031033,420.097728,402.2146174,452.4963645,363.9332962,315.5075327,305.6983552,310.312485,320.9338051,326.9087549,,366.9509887,,297.602964,,272.7670952,,248.0951053,,235.1694534
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|CO|Energy,Mt CO/yr,,525.2959919,542.7471295,574.8349445,498.8722413,412.2725378,333.9347257,302.3049346,278.9974191,255.0611043,223.0251452,,175.0745148,,138.0433309,,108.9712855,,83.57751827,,63.81740229
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|NOx|AFOLU,Mt NO2/yr,,14.94532247,15.9273754,15.61618009,17.30034066,15.370998,14.36894428,14.21016837,14.39362192,14.72226318,14.98489593,,15.98719989,,14.16913696,,13.44989416,,12.63787892,,12.20361994
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|NOx|Energy,Mt NO2/yr,,116.2633447,115.2102478,118.765328,102.4836034,83.69030584,64.07114343,49.05818136,38.93418287,33.03572423,28.85565658,,25.09498613,,22.67304871,,21.12529921,,19.35667488,,18.68900898
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|OC|AFOLU,Mt OC/yr,,20.4040339,21.68385673,20.67252207,23.2478838,18.62143612,16.10205436,15.59867537,15.83175659,16.37286425,16.67129397,,18.84964418,,15.15292466,,13.85739779,,12.58793074,,11.94220084
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|OC|Energy,Mt OC/yr,,14.11810338,15.32401124,16.51381397,14.59992665,12.44559285,10.74603324,9.740643278,8.944926843,8.066437751,6.971941136,,5.318124339,,4.087501965,,3.099079117,,2.232550189,,1.579444099
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|Sulfur|AFOLU,Mt SO2/yr,,2.406974047,2.630766809,2.495574921,2.839466572,2.138160825,1.762554944,1.684810035,1.72266978,1.808947399,1.856993228,,2.187771857,,1.681384802,,1.520225435,,1.371278293,,1.304992586
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|Sulfur|Energy,Mt SO2/yr,,114.2198162,117.3224688,111.3524513,79.62380648,56.37434435,36.98633361,26.53526258,20.63933885,17.70530945,16.03071415,,13.91437331,,12.42149218,,10.87541985,,9.164799461,,6.932560362
IMAGE 3.0.1,IMA15-AGInt,World,Emissions|CH4|Other,Mt CH4/yr,,0.349349201,0.357499212,0.480971903,0.477830112,0.501326382,0.498388499,0.417797595,0.327720702,0.243432805,0.155015394,,0.121218599,,0.133915097,,0.144833505,,0.143409595,,0.1259709
IMAGE 3.0.1,IMA15-Def,World,Emissions|BC,Mt BC/yr,,7.903138161,8.070644379,7.832346916,7.256197929,6.270715237,4.987664223,4.420845985,4.560101986,5.013673782,3.95392704,,2.74358201,,2.394412041,,2.268260002,,2.029649973,,1.790073991
IMAGE 3.0.1,IMA15-Def,World,Emissions|CH4,Mt CH4/yr,,318.9750061,349.4736938,369.8725891,320.1242065,279.6384888,245.5063934,221.0861969,212.7649994,212.7321014,195.4833069,,181.2756042,,176.7124023,,173.1941986,,166.8058014,,160.4786987
IMAGE 3.0.1,IMA15-Def,World,Emissions|CH4|AFOLU,Mt CH4/yr,,153.8743876,164.7331333,170.4275726,160.0110368,152.4244184,140.8778374,132.5731564,132.0669525,135.2278442,121.6424365,,111.8497711,,109.9168547,,108.816371,,106.6352513,,104.108151
IMAGE 3.0.1,IMA15-Def,World,Emissions|CO,Mt CO/yr,,765.0008646,818.4642333,815.5910033,813.8657124,740.4485981,617.1155395,562.2182972,612.860738,705.3041177,556.2715657,,387.9357859,,346.9867401,,327.1253865,,293.0984039,,260.2441406
IMAGE 3.0.1,IMA15-Def,World,Emissions|NOx,Mt NO2/yr,,119.7206574,119.5241618,120.7032106,109.7841617,95.80919703,80.70545742,67.43803733,61.52871132,58.83495304,50.44530719,,42.2836267,,39.45456069,,38.38013322,,36.20531723,,34.35861642
IMAGE 3.0.1,IMA15-Def,World,Emissions|OC,Mt OC/yr,,30.98781013,33.04256821,32.40513992,32.84378052,29.69718933,23.92616081,21.7714901,24.90280914,30.42399979,23.49061966,,15.63442039,,14.30897045,,13.88014984,,12.55389977,,11.24195004
IMAGE 3.0.1,IMA15-Def,World,Emissions|Sulfur,Mt SO2/yr,,117.1871414,119.8889771,113.6521606,82.97393799,60.1058197,40.4211998,29.33542061,23.52561951,20.93417931,18.11172867,,15.10521984,,13.80700588,,12.42916012,,10.14203835,,7.754936218
IMAGE 3.0.1,IMA15-Def,World,Emissions|BC|AFOLU,Mt BC/yr,,2.673901856,2.851045877,2.728317857,2.933968276,2.709219933,2.114881903,1.919610381,2.365667939,3.109705627,2.329087317,,1.509379998,,1.451264709,,1.477396011,,1.390934378,,1.292260803
IMAGE 3.0.1,IMA15-Def,World,Emissions|BC|Energy,Mt BC/yr,,5.088500999,5.077463038,4.956698202,4.177722469,3.418927964,2.7400994,2.381711014,2.086048532,1.808644112,1.545325987,,1.194153069,,0.939105719,,0.79050643,,0.638394853,,0.497552937
IMAGE 3.0.1,IMA15-Def,World,Emissions|CH4|Energy,Mt CH4/yr,,113.1162119,128.9027496,139.7206185,103.6790544,74.99135888,57.72621408,43.93070304,35.07031414,31.10611637,26.89250332,,21.92036222,,19.40418091,,17.4264732,,14.08618623,,11.43215467
IMAGE 3.0.1,IMA15-Def,World,Emissions|CO|AFOLU,Mt CO/yr,,391.3273766,419.9191748,403.3084386,436.0233484,402.9277445,313.9831899,286.3404299,357.7007191,474.5250129,356.5275014,,231.1526726,,222.1172332,,225.9474233,,212.9401674,,197.9673169
IMAGE 3.0.1,IMA15-Def,World,Emissions|CO|Energy,Mt CO/yr,,373.6733689,398.5452065,412.2825302,377.8423573,337.5209073,303.1322247,275.8778647,255.1599009,230.7789748,199.7441327,,156.7831721,,124.8693858,,101.178092,,80.15815221,,62.2766992
IMAGE 3.0.1,IMA15-Def,World,Emissions|NOx|AFOLU,Mt NO2/yr,,14.96131667,15.92286079,15.660403,16.77221383,16.14422373,14.00900221,13.32550845,15.16473694,18.20774727,15.32375832,,12.01934003,,11.77136056,,11.85194767,,11.43647845,,10.9899147
IMAGE 3.0.1,IMA15-Def,World,Emissions|NOx|Energy,Mt NO2/yr,,102.6646223,101.3382433,102.6302744,90.46711192,77.01974621,63.94603956,51.20644994,43.16095928,37.13709929,31.45992226,,26.4675263,,23.77294117,,22.50717858,,20.63699493,,19.13152115
IMAGE 3.0.1,IMA15-Def,World,Emissions|OC|AFOLU,Mt OC/yr,,20.43636179,21.67440009,20.72745705,22.37022591,20.6091733,15.96397042,14.50044,18.2097373,24.42374516,18.26951694,,11.53740656,,11.06977582,,11.28903568,,10.63718188,,9.876827359
IMAGE 3.0.1,IMA15-Def,World,Emissions|OC|Energy,Mt OC/yr,,10.55144429,11.36816695,11.67768165,10.47355574,9.088012636,7.962187737,7.271050557,6.693074629,6.000256725,5.221099831,,4.097014338,,3.239194632,,2.591114111,,1.91671335,,1.365121912
IMAGE 3.0.1,IMA15-Def,World,Emissions|Sulfur|AFOLU,Mt SO2/yr,,2.411715895,2.629399091,2.501751184,2.738237113,2.480685949,1.819577217,1.627812356,2.195655346,3.100046277,2.209017634,,1.289174162,,1.234113388,,1.276644528,,1.204647735,,1.114292622
IMAGE 3.0.1,IMA15-Def,World,Emissions|Sulfur|Energy,Mt SO2/yr,,114.7754169,117.2595878,111.1504354,80.23568439,57.62511611,38.60161686,27.70761514,21.32996583,17.83412653,15.9027099,,13.81604612,,12.57289416,,11.15251399,,8.93739159,,6.640643675
IMAGE 3.0.1,IMA15-Def,World,Emissions|CH4|Other,Mt CH4/yr,,0.349349201,0.357499212,0.480971903,0.477830112,0.501326382,0.498385102,0.417772293,0.327674299,0.243387103,0.154987395,,0.121225201,,0.133939505,,0.144878894,,0.143482298,,0.126070902
IMAGE 3.0.1,IMA15-Eff,World,Emissions|BC,Mt BC/yr,,7.902791023,8.07058239,7.793266773,7.152997017,6.15662384,4.878646851,4.3567729,4.121263981,4.945721149,4.332637787,,2.795222998,,2.43988204,,2.331413031,,2.072355986,,1.835005999
IMAGE 3.0.1,IMA15-Eff,World,Emissions|CH4,Mt CH4/yr,,318.9749146,349.4631958,368.4660034,318.0108948,278.0000916,244.0800018,219.5726013,206.1560974,209.2241974,196.8027954,,179.1640015,,174.6118011,,171.5823059,,165.6878967,,159.9508972
IMAGE 3.0.1,IMA15-Eff,World,Emissions|CH4|AFOLU,Mt CH4/yr,,153.8785098,164.7369831,170.4174826,159.9222077,152.4365435,140.8729866,132.6626656,127.9626963,134.4607918,125.4840882,,112.0046291,,109.988699,,109.0717409,,106.5241079,,104.0598136
IMAGE 3.0.1,IMA15-Eff,World,Emissions|CO,Mt CO/yr,,765.0334777,818.4899393,813.0646971,803.2285664,725.5903319,597.8310037,544.29924,532.9723052,675.5464273,592.4599507,,372.6286621,,331.4063568,,316.0369262,,279.5233001,,249.1934738
IMAGE 3.0.1,IMA15-Eff,World,Emissions|NOx,Mt NO2/yr,,119.7205195,119.5227203,119.2366943,106.318058,91.62135397,75.62744931,62.64401845,55.37529183,54.92225647,48.8822948,,39.80021722,,37.05457756,,35.98997362,,34.0542281,,32.7322039
IMAGE 3.0.1,IMA15-Eff,World,Emissions|OC,Mt OC/yr,,30.98988914,33.04417038,32.34846878,32.68061066,29.60598946,23.86529922,21.8678894,21.80311012,29.93869972,26.47034073,,15.78468037,,14.4067297,,14.11067009,,12.56344032,,11.28964996
IMAGE 3.0.1,IMA15-Eff,World,Emissions|Sulfur,Mt SO2/yr,,117.1847992,119.8936768,112.4885406,80.97013855,57.9903183,38.09209824,26.68401909,19.81858444,17.41918182,14.88179207,,12.00133038,,11.38107395,,10.41528797,,8.541704178,,6.628903866
IMAGE 3.0.1,IMA15-Eff,World,Emissions|BC|AFOLU,Mt BC/yr,,2.674295366,2.851421028,2.727482915,2.92565164,2.710689247,2.115282208,1.93954429,1.987114578,3.052761614,2.694431245,,1.520118855,,1.454179995,,1.500642955,,1.387300432,,1.291349746
IMAGE 3.0.1,IMA15-Eff,World,Emissions|BC|Energy,Mt BC/yr,,5.087757938,5.077025518,4.918448806,4.082820579,3.303331472,2.630251251,2.297086176,2.025133513,1.796978213,1.558001585,,1.234327566,,0.981366755,,0.830474528,,0.684759179,,0.543363947
IMAGE 3.0.1,IMA15-Eff,World,Emissions|CH4|Energy,Mt CH4/yr,,113.1120103,128.8884071,138.3240752,101.6546162,73.3408052,56.30461076,42.32758623,32.56569585,28.36534479,24.37037578,,19.65391143,,17.23173471,,15.55929649,,13.07937774,,10.95272083
IMAGE 3.0.1,IMA15-Eff,World,Emissions|CO|AFOLU,Mt CO/yr,,391.3868617,419.9760252,403.1734644,434.7400881,403.1153589,313.9738884,288.6281124,299.0227451,464.8782412,412.2045033,,232.8859054,,222.7868391,,229.6274407,,212.0205135,,197.6208226
IMAGE 3.0.1,IMA15-Eff,World,Emissions|CO|Energy,Mt CO/yr,,373.6465636,398.513923,409.8910825,368.4885729,322.4749524,283.8571357,255.6712108,233.9496274,210.6683108,180.2555204,,139.7426802,,108.6196304,,86.40955683,,67.50287828,,51.57270671
IMAGE 3.0.1,IMA15-Eff,World,Emissions|NOx|AFOLU,Mt NO2/yr,,14.96286266,15.92435645,15.65728184,16.7392913,16.14926945,14.00931576,13.40065197,13.66378696,17.98785225,16.73971198,,12.04644506,,11.78046715,,11.9442121,,11.4262979,,10.98591542
IMAGE 3.0.1,IMA15-Eff,World,Emissions|NOx|Energy,Mt NO2/yr,,102.6629607,101.3352762,101.167223,87.03568434,72.82981625,58.87499684,46.3992069,38.6032064,33.5163248,28.51488909,,23.96669221,,21.35076736,,20.01839613,,18.52526552,,17.53041948
IMAGE 3.0.1,IMA15-Eff,World,Emissions|OC|AFOLU,Mt OC/yr,,20.43947005,21.67735291,20.72057247,22.30382538,20.61914921,15.96451163,14.62974143,15.13043094,23.91576529,21.2084446,,11.62203759,,11.10807103,,11.47635102,,10.59404236,,9.865391791
IMAGE 3.0.1,IMA15-Eff,World,Emissions|OC|Energy,Mt OC/yr,,10.5504235,11.36681858,11.62789956,10.37678719,8.986843854,7.900791109,7.238153085,6.672677174,6.022933111,5.261892557,,4.162639707,,3.298659131,,2.634319074,,1.969396591,,1.42425482
IMAGE 3.0.1,IMA15-Eff,World,Emissions|Sulfur|AFOLU,Mt SO2/yr,,2.412164897,2.629824698,2.50066793,2.728473365,2.481926143,1.819016129,1.638677269,1.746535122,3.018667698,2.62925154,,1.304700628,,1.241167702,,1.305033997,,1.193925291,,1.109593831
IMAGE 3.0.1,IMA15-Eff,World,Emissions|Sulfur|Energy,Mt SO2/yr,,114.7726126,117.263865,109.9878836,78.2416687,55.50839782,36.27307534,25.04534125,18.07204771,14.40051579,12.25253916,,10.69662806,,10.13990694,,9.110252429,,7.347778091,,5.519311115
IMAGE 3.0.1,IMA15-Eff,World,Emissions|CH4|Other,Mt CH4/yr,,0.34764871,0.357275009,0.480973512,0.477835208,0.501263022,0.498384506,0.417848706,0.327849209,0.243461803,0.154879197,,0.121318698,,0.134062201,,0.145094097,,0.143686593,,0.126387507
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|BC,Mt BC/yr,,10.34782028,10.68768978,10.56517982,9.346927643,7.975503922,6.457629204,5.837049007,5.41046381,5.08381319,4.719435215,,4.113640785,,3.50997901,,3.164185047,,2.637715101,,2.345645905
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|CH4,Mt CH4/yr,,319.0733032,349.6984863,366.2359009,311.0013123,259.7609863,218.9203033,189.0666962,167.9315948,152.8610992,138.7814941,,134.7106934,,130.2879028,,125.196701,,117.4011002,,112.2462006
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|CH4|AFOLU,Mt CH4/yr,,153.8771609,164.7448163,167.5088297,152.7242868,134.3664407,114.1733022,98.53668272,85.50758034,74.64631927,64.32489443,,64.27024889,,62.21065032,,61.24737501,,57.99552488,,56.12450576
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|CO,Mt CO/yr,,917.051127,963.7086791,981.1036477,906.6505329,794.2956338,643.0988667,598.1451008,571.735026,555.6144968,532.4645588,,486.641632,,427.0620574,,390.3055419,,323.3526255,,286.8917287
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|NOx,Mt NO2/yr,,133.3433162,133.4286477,136.7374371,119.6742189,99.31528419,77.72764724,62.27624567,51.79665784,45.50070164,41.31966455,,38.1408998,,35.75103474,,34.29342706,,31.37174416,,29.4401944
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|OC,Mt OC/yr,,34.56871033,37.03493118,37.42741013,35.65591812,32.30744171,26.88961983,25.23274994,24.28841972,23.81431007,23.14262962,,21.5889492,,18.99526024,,17.57131004,,14.56822014,,13.07201958
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|Sulfur,Mt SO2/yr,,116.6484604,119.9834824,113.6083984,81.64923859,58.16505814,38.44535828,27.9384594,22.06679916,19.28629494,17.72714233,,15.68326569,,14.02591801,,12.42400837,,10.39284229,,8.162467957
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|BC|AFOLU,Mt BC/yr,,2.674204528,2.852096915,2.760464132,2.794070363,2.658747464,2.192936301,2.118455693,2.104887232,2.152810127,2.201623797,,2.177624762,,2.004438728,,1.942563236,,1.660866417,,1.548238054
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|BC|Energy,Mt BC/yr,,7.532878488,7.693458252,7.65739049,6.408360716,5.174191624,4.132427428,3.599477846,3.19759212,2.836088672,2.438749521,,1.896644132,,1.501958054,,1.221611654,,0.976847013,,0.797405879
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|CH4|Energy,Mt CH4/yr,,113.21173,129.1159304,139.0026259,101.8429934,73.17185313,57.84465051,45.947644,36.79625618,31.81669545,27.50832571,,22.93499256,,20.68589865,,16.9979943,,13.32119389,,11.18323732
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|CO|AFOLU,Mt CO/yr,,391.3715877,420.0764903,407.0525919,412.6931749,389.7557919,317.9578536,305.5490315,302.9341964,310.2723951,317.7597738,,316.7671477,,291.6003077,,283.9338061,,242.6372656,,226.0764805
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|CO|Energy,Mt CO/yr,,525.6793401,543.6320652,574.0508962,493.9573435,404.5396689,325.1408906,292.5959811,268.8008411,245.342193,214.7047922,,169.8744682,,135.461696,,106.3717759,,80.71536582,,60.81523147
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|NOx|AFOLU,Mt NO2/yr,,14.9625922,15.92717226,15.75954439,16.151887,15.88574818,14.18041543,13.89097325,13.79766608,13.94254667,14.10776922,,13.95828752,,13.22172403,,12.92076821,,11.68527182,,11.128952
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|NOx|Energy,Mt NO2/yr,,116.2860164,115.2384038,118.611969,101.0674191,81.07731433,61.29280685,46.25718918,35.98332198,29.63693951,25.37700732,,22.12534852,,20.30709736,,18.96005371,,17.1399579,,15.71580622
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|OC|AFOLU,Mt OC/yr,,20.43865275,21.68264818,20.93639779,21.18772769,20.00823903,16.27122474,15.62282509,15.47824478,15.85643733,16.24424744,,16.28105426,,14.92356515,,14.51969457,,12.37831104,,11.52530444
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|OC|Energy,Mt OC/yr,,14.13006034,15.35228109,16.49100572,14.46818864,12.29920107,10.61839229,9.609925017,8.810172528,7.957870826,6.898384735,,5.307894096,,4.071701005,,3.051613618,,2.189910591,,1.546718221
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|Sulfur|AFOLU,Mt SO2/yr,,2.412029445,2.630545765,2.521608114,2.548916459,2.331191868,1.780364066,1.679076374,1.662797853,1.725530729,1.786462411,,1.813482493,,1.648922592,,1.621490985,,1.350911692,,1.254609793
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|Sulfur|Energy,Mt SO2/yr,,114.2364502,117.3529301,111.0867662,79.10030365,55.83387184,36.66499186,26.25939322,20.40399635,17.56076151,15.94068053,,13.86978315,,12.37699529,,10.8025162,,9.041930496,,6.90785847
IMAGE 3.0.1,IMA15-LiStCh,World,Emissions|CH4|Other,Mt CH4/yr,,0.349339485,0.357494295,0.480971605,0.477825195,0.501355112,0.498450309,0.417864293,0.32777819,0.243474394,0.155036107,,0.121239997,,0.133927599,,0.144830197,,0.143405795,,0.125958502
IMAGE 3.0.1,IMA15-Pop,World,Emissions|BC,Mt BC/yr,,7.9028368,8.072229385,7.802959919,7.151725769,6.099153042,4.76662302,4.209335804,3.866648912,3.589521885,3.558830023,,3.058043003,,2.273951054,,2.138648987,,1.894880056,,1.716146946
IMAGE 3.0.1,IMA15-Pop,World,Emissions|CH4,Mt CH4/yr,,318.9718933,349.4919128,368.8070068,317.0992126,274.9090881,240.7082977,216.6840973,200.6607056,190.2355957,183.2994995,,174.6118927,,162.079895,,154.3961945,,144.6840057,,135.1316986
IMAGE 3.0.1,IMA15-Pop,World,Emissions|CH4|AFOLU,Mt CH4/yr,,153.871236,164.7513205,169.9356413,158.3958338,149.6879678,137.1158943,128.5773851,122.2295306,116.9383612,114.0756104,,110.9223506,,102.7019536,,99.75348067,,95.09796029,,90.40780473
IMAGE 3.0.1,IMA15-Pop,World,Emissions|CO,Mt CO/yr,,764.9548644,818.7134602,812.2823383,800.3062743,717.9167073,587.9869333,536.4176889,511.74971,492.1830494,504.7139994,,451.2876586,,341.2957509,,319.0168253,,280.6106414,,253.4149322
IMAGE 3.0.1,IMA15-Pop,World,Emissions|NOx,Mt NO2/yr,,119.7194666,119.5307672,120.4987433,109.084501,94.5931165,78.37407603,62.92895399,53.65725572,48.56962463,45.60949367,,41.74338913,,36.90442017,,34.94087737,,32.36416163,,30.78710488
IMAGE 3.0.1,IMA15-Pop,World,Emissions|OC,Mt OC/yr,,30.98539925,33.05540085,32.31832886,32.33666992,28.83009911,22.8369503,20.94277,20.21454048,19.69519043,21.06163025,,19.4668808,,14.44369984,,13.89132977,,12.38504028,,11.39599037
IMAGE 3.0.1,IMA15-Pop,World,Emissions|Sulfur,Mt SO2/yr,,117.1867981,119.8908386,113.4504395,82.53098297,59.44245911,39.79808044,28.68391991,22.2699604,18.98679733,17.32333183,,14.67433643,,12.14365578,,10.38454819,,8.437173843,,6.28166008
IMAGE 3.0.1,IMA15-Pop,World,Emissions|BC|AFOLU,Mt BC/yr,,2.673600882,2.852696478,2.734550178,2.908533514,2.65994823,2.055715889,1.913680941,1.897799745,1.912508845,2.171589851,,2.096148551,,1.578828111,,1.582024917,,1.458721898,,1.381701052
IMAGE 3.0.1,IMA15-Pop,World,Emissions|BC|Energy,Mt BC/yr,,5.088500999,5.077397116,4.921345189,4.099371381,3.297884256,2.580148261,2.178528799,1.8633467,1.584975384,1.311277851,,0.924727568,,0.691458623,,0.556124888,,0.435496149,,0.333752906
IMAGE 3.0.1,IMA15-Pop,World,Emissions|CH4|Energy,Mt CH4/yr,,113.1162119,128.9027496,139.3616584,102.8108242,73.89164758,57.92346126,45.14098662,34.8721725,29.46215987,25.36889046,,20.32137761,,17.15813869,,13.95124969,,10.99176753,,8.713995881
IMAGE 3.0.1,IMA15-Pop,World,Emissions|CO|AFOLU,Mt CO/yr,,391.2815189,420.1682058,404.0804277,431.7037925,394.6459706,303.85359,283.0028591,281.2856814,284.8643458,327.0274047,,317.5901082,,237.9210039,,238.1653041,,218.6261832,,206.7739571
IMAGE 3.0.1,IMA15-Pop,World,Emissions|CO|Energy,Mt CO/yr,,373.6733689,398.5452065,408.2019184,368.6025558,323.2706571,284.1333673,253.4147531,230.4639647,207.3187917,177.6867216,,133.6975517,,103.3747474,,80.85147902,,61.98435835,,46.64095554
IMAGE 3.0.1,IMA15-Pop,World,Emissions|NOx|AFOLU,Mt NO2/yr,,14.96013965,15.92946364,15.68451319,16.66574817,15.93765006,13.74891812,13.25378266,13.23756728,13.34786682,14.47790479,,14.17201792,,12.07508869,,12.02148728,,11.38097278,,10.94443543
IMAGE 3.0.1,IMA15-Pop,World,Emissions|NOx|Energy,Mt NO2/yr,,102.6646223,101.3382464,102.4086461,89.89391893,76.046033,61.93310534,46.93378732,37.6199127,32.30534346,27.92057376,,24.05039959,,21.22560611,,19.22450712,,17.29106297,,16.07188155
IMAGE 3.0.1,IMA15-Pop,World,Emissions|OC|AFOLU,Mt OC/yr,,20.43395758,21.68741393,20.76982474,22.15165663,20.19037962,15.45622301,14.36323392,14.26773655,14.42983449,16.58386517,,16.19754839,,11.95600504,,11.9946177,,11.00599736,,10.42600042
IMAGE 3.0.1,IMA15-Pop,World,Emissions|OC|Energy,Mt OC/yr,,10.55144715,11.36798099,11.54850814,10.18501222,8.639724284,7.380731791,6.579535589,5.946799204,5.265360638,4.477769636,,3.269331761,,2.487692595,,1.8967156,,1.379039939,,0.969993785
IMAGE 3.0.1,IMA15-Pop,World,Emissions|Sulfur|AFOLU,Mt SO2/yr,,2.411370099,2.631244659,2.505937189,2.702041775,2.411819637,1.734354436,1.583282486,1.580247253,1.622222215,1.960310817,,1.916982532,,1.327800378,,1.343291268,,1.217249364,,1.151103474
IMAGE 3.0.1,IMA15-Pop,World,Emissions|Sulfur|Energy,Mt SO2/yr,,114.7754169,117.2595878,110.9444947,79.82891846,57.03062868,38.06372905,27.10063386,20.68970108,17.36457527,15.36302209,,12.75735366,,10.81585397,,9.041257139,,7.219924949,,5.130555971
IMAGE 3.0.1,IMA15-Pop,World,Emissions|CH4|Other,Mt CH4/yr,,0.349349201,0.357499212,0.478350699,0.471710801,0.491458505,0.484843403,0.402792007,0.312850088,0.229374602,0.142323494,,0.1048733,,0.110789299,,0.114689797,,0.1089321,,0.091560408
IMAGE 3.0.1,IMA15-TOT,World,Emissions|BC,Mt BC/yr,,7.903124809,8.084259987,7.792057037,7.180496216,5.923686028,5.029404163,4.48118782,4.114450932,3.738169909,3.474148035,,3.105899096,,2.770553112,,2.478087902,,2.207747936,,1.994308949
IMAGE 3.0.1,IMA15-TOT,World,Emissions|CH4,Mt CH4/yr,,319.0401001,349.8147888,350.8760071,300.1694946,240.4588013,202.0180969,174.3081055,141.5061035,120.6934967,106.7763977,,85.87399292,,68.70561981,,55.36536026,,43.85105896,,33.51420975
IMAGE 3.0.1,IMA15-TOT,World,Emissions|CH4|AFOLU,Mt CH4/yr,,153.851634,164.749709,161.0274242,150.3923236,121.9575669,104.6294346,89.76291704,71.0890252,56.36614352,47.96006495,,37.59612811,,29.96846533,,27.17832172,,24.09321153,,21.07258486
IMAGE 3.0.1,IMA15-TOT,World,Emissions|CO,Mt CO/yr,,764.9702453,819.5257262,811.5461933,796.52536,679.9279784,606.7096048,549.2463582,515.5296986,476.31221,446.12471,,405.0127766,,368.6246541,,336.2629699,,300.1560465,,269.993042
IMAGE 3.0.1,IMA15-TOT,World,Emissions|NOx,Mt NO2/yr,,119.7276889,119.6278932,119.2500681,108.607181,91.33533424,73.88651358,58.81277412,47.02842767,38.79127367,32.60460145,,29.60673373,,27.22113964,,23.98431111,,21.34419053,,19.87547616
IMAGE 3.0.1,IMA15-TOT,World,Emissions|OC,Mt OC/yr,,30.97818947,33.08972931,32.36795044,32.45111847,27.59943008,24.89459038,22.98426056,22.06879044,20.82638931,20.04394913,,18.5859108,,17.28066063,,16.0515995,,14.47906971,,13.17432022
IMAGE 3.0.1,IMA15-TOT,World,Emissions|Sulfur,Mt SO2/yr,,117.1990967,120.0704422,111.1648636,80.36012268,55.61101913,36.56752014,25.29108047,18.61792374,14.68719959,12.41969967,,11.17854595,,10.11196804,,8.669701576,,7.055275917,,5.631472111
IMAGE 3.0.1,IMA15-TOT,World,Emissions|BC|AFOLU,Mt BC/yr,,2.671441555,2.852680087,2.747059375,2.93684569,2.557749778,2.399814188,2.285249963,2.285821341,2.235319953,2.228380173,,2.130754631,,2.054221928,,1.969375066,,1.816890538,,1.68487747
IMAGE 3.0.1,IMA15-TOT,World,Emissions|BC|Energy,Mt BC/yr,,5.090947181,5.089445628,4.897934973,4.094776273,3.219401196,2.485438911,2.057703674,1.695228051,1.382798546,1.141122621,,0.906990631,,0.687436762,,0.505781677,,0.390857749,,0.309431503
IMAGE 3.0.1,IMA15-TOT,World,Emissions|CH4|Energy,Mt CH4/yr,,113.2039675,129.2272902,136.0435857,101.1094017,71.374466,51.41080505,39.76217896,27.77801874,24.13587205,20.88482865,,18.23907752,,16.43275941,,12.43763646,,8.743554986,,6.604945265
IMAGE 3.0.1,IMA15-TOT,World,Emissions|CO|AFOLU,Mt CO/yr,,390.947724,420.1671689,405.4538637,433.3512891,372.4778397,346.4254032,327.1107099,325.696245,317.5148172,315.996878,,302.2840019,,291.3316256,,279.5173454,,258.3886164,,240.0164958
IMAGE 3.0.1,IMA15-TOT,World,Emissions|CO|Energy,Mt CO/yr,,374.0226387,399.3586085,406.0923596,363.1739864,307.4501865,260.2842005,222.1356243,189.8333452,158.7974206,130.1278003,,102.7288118,,77.2931059,,56.74570944,,41.76737991,,29.97647239
IMAGE 3.0.1,IMA15-TOT,World,Emissions|NOx|AFOLU,Mt NO2/yr,,14.95170639,15.92929646,15.72467831,16.84579772,15.66566554,15.1974127,14.68471017,14.5541887,14.20940313,14.08376302,,13.57145497,,13.18021138,,12.73167935,,11.93827805,,11.25974559
IMAGE 3.0.1,IMA15-TOT,World,Emissions|NOx|Energy,Mt NO2/yr,,102.6816019,101.4354429,101.1544622,89.44222236,73.52313083,56.71286134,42.35179915,30.96654934,23.25714393,17.30803108,,14.79858044,,12.78103341,,9.970086045,,8.100885915,,7.290011188
